date,product,region,sales_amount,units_sold,cost
2024-10-02,Keyboard,North,63.05,6,37.83
2024-10-02,Keyboard,South,48.11,4,28.87
2024-10-02,Keyboard,East,43.41,4,26.05
2024-10-02,Keyboard,West,37.49,3,22.49
2024-10-03,Laptop,North,207.5,20,124.5
2024-10-03,Laptop,South,157.9,15,94.74
2024-10-03,Laptop,East,239.69,23,143.81
2024-10-03,Laptop,West,176.86,17,106.11
2024-10-03,Desktop,North,152.64,15,91.59
2024-10-03,Desktop,South,119.44,11,71.66
2024-10-03,Desktop,East,188.8,18,113.28
2024-10-03,Desktop,West,146.76,14,88.06
2024-10-03,Tablet,North,136.74,13,82.04
2024-10-03,Tablet,South,103.68,10,62.21
2024-10-03,Tablet,East,154.48,15,92.69
2024-10-03,Tablet,West,103.69,10,62.21
2024-10-03,Monitor,North,112.68,11,67.61
2024-10-03,Monitor,South,72.58,7,43.55
2024-10-03,Monitor,East,83.81,8,50.29
2024-10-03,Monitor,West,108.13,10,64.88
2024-10-03,Keyboard,North,49.09,4,29.45
2024-10-03,Keyboard,South,41.55,4,24.93
2024-10-03,Keyboard,East,43.54,4,26.12
2024-10-03,Keyboard,West,55.97,5,33.58
2024-10-04,Laptop,North,295.48,29,177.29
2024-10-04,Laptop,South,221.09,22,132.66
2024-10-04,Laptop,East,255.51,25,153.3
2024-10-04,Laptop,West,189.63,18,113.78
2024-10-04,Desktop,North,166.14,16,99.69
2024-10-04,Desktop,South,98.16,9,58.9
2024-10-04,Desktop,East,211.73,21,127.04
2024-10-04,Desktop,West,157.22,15,94.33
2024-10-04,Tablet,North,130.18,13,78.11
2024-10-04,Tablet,South,127.12,12,76.27
2024-10-04,Tablet,East,109.81,10,65.89
2024-10-04,Tablet,West,124.66,12,74.79
2024-10-04,Monitor,North,91.38,9,54.83
2024-10-04,Monitor,South,77.3,7,46.38
2024-10-04,Monitor,East,85.21,8,51.12
2024-10-04,Monitor,West,60.81,6,36.49
2024-10-04,Keyboard,North,59.35,5,35.61
2024-10-04,Keyboard,South,51.08,5,30.65
2024-10-04,Keyboard,East,53.54,5,32.12
2024-10-04,Keyboard,West,54.7,5,32.82
2024-10-05,Laptop,North,197.37,19,118.42
2024-10-05,Laptop,South,175.55,17,105.33
2024-10-05,Laptop,East,194.82,19,116.89
2024-10-05,Laptop,West,218.25,21,130.95
2024-10-05,Desktop,North,177.11,17,106.27
2024-10-05,Desktop,South,146.17,14,87.7
2024-10-05,Desktop,East,188.49,18,113.1
2024-10-05,Desktop,West,162.45,16,97.47
2024-10-05,Tablet,North,146.91,14,88.14
2024-10-05,Tablet,South,89.59,8,53.75
2024-10-05,Tablet,East,129.2,12,77.52
2024-10-05,Tablet,West,107.91,10,64.75
2024-10-05,Monitor,North,89.05,8,53.43
2024-10-05,Monitor,South,66.46,6,39.88
2024-10-05,Monitor,East,73.24,7,43.94
2024-10-05,Monitor,West,54.85,5,32.91
2024-10-05,Keyboard,North,52.74,5,31.64
2024-10-05,Keyboard,South,45.37,4,27.22
2024-10-05,Keyboard,East,42.73,4,25.64
2024-10-05,Keyboard,West,49.08,4,29.45
2024-10-06,Laptop,North,303.79,30,182.27
2024-10-06,Laptop,South,204.15,20,122.49
2024-10-06,Laptop,East,270.0,26,162.0
2024-10-06,Laptop,West,207.88,20,124.73
2024-10-06,Desktop,North,208.05,20,124.83
2024-10-06,Desktop,South,117.74,11,70.64
2024-10-06,Desktop,East,145.87,14,87.52
2024-10-06,Desktop,West,85.48,8,51.29
2024-10-06,Tablet,North,166.85,16,100.11
2024-10-06,Tablet,South,130.87,13,78.52
2024-10-06,Tablet,East,118.5,11,71.1
2024-10-06,Tablet,West,113.12,11,67.87
2024-10-06,Monitor,North,83.29,8,49.98
2024-10-06,Monitor,South,74.75,7,44.85
2024-10-06,Monitor,East,101.15,10,60.69
2024-10-06,Monitor,West,57.55,5,34.53
2024-10-06,Keyboard,North,62.53,6,37.52
2024-10-06,Keyboard,South,42.27,4,25.36
2024-10-06,Keyboard,East,54.88,5,32.93
2024-10-06,Keyboard,West,52.48,5,31.49
2024-10-07,Laptop,North,228.98,22,137.39
2024-10-07,Laptop,South,174.02,17,104.41
2024-10-07,Laptop,East,209.06,20,125.43
2024-10-07,Laptop,West,225.58,22,135.35
2024-10-07,Desktop,North,188.13,18,112.88
2024-10-07,Desktop,South,137.08,13,82.25
2024-10-07,Desktop,East,130.63,13,78.38
2024-10-07,Desktop,West,138.83,13,83.3
2024-10-07,Tablet,North,160.87,16,96.52
2024-10-07,Tablet,South,106.7,10,64.02
2024-10-07,Tablet,East,142.73,14,85.64
2024-10-07,Tablet,West,149.68,14,89.81
2024-10-07,Monitor,North,109.26,10,65.56
2024-10-07,Monitor,South,71.73,7,43.04
2024-10-07,Monitor,East,79.7,7,47.82
2024-10-07,Monitor,West,47.94,4,28.77
2024-10-07,Keyboard,North,57.42,5,34.45
2024-10-07,Keyboard,South,42.0,4,25.2
2024-10-07,Keyboard,East,57.25,5,34.35
2024-10-07,Keyboard,West,47.96,4,28.78
2024-10-08,Laptop,North,224.63,22,134.78
2024-10-08,Laptop,South,129.08,12,77.45
2024-10-08,Laptop,East,185.47,18,111.28
2024-10-08,Laptop,West,211.1,21,126.66
2024-10-08,Desktop,North,223.45,22,134.07
2024-10-08,Desktop,South,130.87,13,78.52
2024-10-08,Desktop,East,170.48,17,102.29
2024-10-08,Desktop,West,169.03,16,101.42
2024-10-08,Tablet,North,124.18,12,74.51
2024-10-08,Tablet,South,112.22,11,67.33
2024-10-08,Tablet,East,115.23,11,69.14
2024-10-08,Tablet,West,133.65,13,80.19
2024-10-08,Monitor,North,96.65,9,57.99
2024-10-08,Monitor,South,74.07,7,44.44
2024-10-08,Monitor,East,76.26,7,45.76
2024-10-08,Monitor,West,87.21,8,52.32
2024-10-08,Keyboard,North,77.8,7,46.68
2024-10-08,Keyboard,South,37.48,3,22.49
2024-10-08,Keyboard,East,51.32,5,30.79
2024-10-08,Keyboard,West,50.94,5,30.56
2024-10-09,Laptop,North,264.9,26,158.94
2024-10-09,Laptop,South,162.34,16,97.4
2024-10-09,Laptop,East,123.38,12,74.03
2024-10-09,Laptop,West,237.93,23,142.76
2024-10-09,Desktop,North,197.98,19,118.79
2024-10-09,Desktop,South,97.79,9,58.67
2024-10-09,Desktop,East,147.62,14,88.57
2024-10-09,Desktop,West,183.15,18,109.89
2024-10-09,Tablet,North,173.23,17,103.94
2024-10-09,Tablet,South,121.67,12,73.0
2024-10-09,Tablet,East,126.64,12,75.98
2024-10-09,Tablet,West,119.79,11,71.87
2024-10-09,Monitor,North,92.75,9,55.65
2024-10-09,Monitor,South,83.16,8,49.9
2024-10-09,Monitor,East,75.19,7,45.11
2024-10-09,Monitor,West,69.19,6,41.52
2024-10-09,Keyboard,North,68.24,6,40.94
2024-10-09,Keyboard,South,44.06,4,26.44
2024-10-09,Keyboard,East,65.59,6,39.35
2024-10-09,Keyboard,West,44.25,4,26.55
2024-10-10,Laptop,North,235.07,23,141.04
2024-10-10,Laptop,South,152.87,15,91.72
2024-10-10,Laptop,East,217.53,21,130.52
2024-10-10,Laptop,West,153.18,15,91.91
2024-10-10,Desktop,North,164.61,16,98.77
2024-10-10,Desktop,South,104.25,10,62.55
2024-10-10,Desktop,East,180.14,18,108.08
2024-10-10,Desktop,West,164.27,16,98.56
2024-10-10,Tablet,North,104.85,10,62.91
2024-10-10,Tablet,South,128.28,12,76.97
2024-10-10,Tablet,East,179.82,17,107.89
2024-10-10,Tablet,West,119.35,11,71.61
2024-10-10,Monitor,North,85.58,8,51.35
2024-10-10,Monitor,South,101.61,10,60.97
2024-10-10,Monitor,East,69.5,6,41.7
2024-10-10,Monitor,West,79.25,7,47.55
2024-10-10,Keyboard,North,60.88,6,36.53
2024-10-10,Keyboard,South,53.52,5,32.11
2024-10-10,Keyboard,East,57.29,5,34.37
2024-10-10,Keyboard,West,45.64,4,27.39
2024-10-11,Laptop,North,203.26,20,121.96
2024-10-11,Laptop,South,168.9,16,101.34
2024-10-11,Laptop,East,184.49,18,110.69
2024-10-11,Laptop,West,199.36,19,119.61
2024-10-11,Desktop,North,162.9,16,97.74
2024-10-11,Desktop,South,103.34,10,62.01
2024-10-11,Desktop,East,194.35,19,116.61
2024-10-11,Desktop,West,137.24,13,82.35
2024-10-11,Tablet,North,115.11,11,69.07
2024-10-11,Tablet,South,104.15,10,62.49
2024-10-11,Tablet,East,131.98,13,79.19
2024-10-11,Tablet,West,87.32,8,52.39
2024-10-11,Monitor,North,99.78,9,59.87
2024-10-11,Monitor,South,59.94,5,35.97
2024-10-11,Monitor,East,109.67,10,65.8
2024-10-11,Monitor,West,85.46,8,51.27
2024-10-11,Keyboard,North,55.78,5,33.47
2024-10-11,Keyboard,South,39.5,3,23.7
2024-10-11,Keyboard,East,53.56,5,32.14
2024-10-11,Keyboard,West,54.08,5,32.45
2024-10-12,Laptop,North,237.08,23,142.25
2024-10-12,Laptop,South,172.63,17,103.58
2024-10-12,Laptop,East,220.09,22,132.05
2024-10-12,Laptop,West,180.21,18,108.13
2024-10-12,Desktop,North,169.23,16,101.54
2024-10-12,Desktop,South,91.63,9,54.98
2024-10-12,Desktop,East,187.72,18,112.63
2024-10-12,Desktop,West,155.47,15,93.28
2024-10-12,Tablet,North,126.09,12,75.65
2024-10-12,Tablet,South,137.86,13,82.71
2024-10-12,Tablet,East,132.62,13,79.57
2024-10-12,Tablet,West,100.35,10,60.21
2024-10-12,Monitor,North,107.53,10,64.52
2024-10-12,Monitor,South,75.7,7,45.42
2024-10-12,Monitor,East,92.47,9,55.48
2024-10-12,Monitor,West,74.22,7,44.53
2024-10-12,Keyboard,North,63.55,6,38.13
2024-10-12,Keyboard,South,42.86,4,25.71
2024-10-12,Keyboard,East,59.13,5,35.48
2024-10-12,Keyboard,West,35.3,3,21.18
2024-10-13,Laptop,North,222.89,22,133.73
2024-10-13,Laptop,South,225.38,22,135.23
2024-10-13,Laptop,East,193.32,19,115.99
2024-10-13,Laptop,West,180.64,18,108.38
2024-10-13,Desktop,North,166.78,16,100.07
2024-10-13,Desktop,South,109.56,10,65.74
2024-10-13,Desktop,East,109.32,10,65.59
2024-10-13,Desktop,West,143.88,14,86.33
2024-10-13,Tablet,North,146.04,14,87.62
2024-10-13,Tablet,South,106.48,10,63.89
2024-10-13,Tablet,East,128.31,12,76.99
2024-10-13,Tablet,West,120.03,12,72.02
2024-10-13,Monitor,North,110.13,11,66.08
2024-10-13,Monitor,South,69.49,6,41.7
2024-10-13,Monitor,East,79.87,7,47.92
2024-10-13,Monitor,West,76.13,7,45.68
2024-10-13,Keyboard,North,64.84,6,38.9
2024-10-13,Keyboard,South,54.25,5,32.55
2024-10-13,Keyboard,East,49.48,4,29.69
2024-10-13,Keyboard,West,50.43,5,30.26
2024-10-14,Laptop,North,251.22,25,150.73
2024-10-14,Laptop,South,152.48,15,91.49
2024-10-14,Laptop,East,219.79,21,131.87
2024-10-14,Laptop,West,155.23,15,93.14
2024-10-14,Desktop,North,131.51,13,78.91
2024-10-14,Desktop,South,141.88,14,85.13
2024-10-14,Desktop,East,154.84,15,92.9
2024-10-14,Desktop,West,153.95,15,92.37
2024-10-14,Tablet,North,143.03,14,85.82
2024-10-14,Tablet,South,91.75,9,55.05
2024-10-14,Tablet,East,130.57,13,78.34
2024-10-14,Tablet,West,97.32,9,58.39
2024-10-14,Monitor,North,115.64,11,69.39
2024-10-14,Monitor,South,57.07,5,34.24
2024-10-14,Monitor,East,85.06,8,51.04
2024-10-14,Monitor,West,67.17,6,40.3
2024-10-14,Keyboard,North,64.89,6,38.94
2024-10-14,Keyboard,South,42.58,4,25.55
2024-10-14,Keyboard,East,50.5,5,30.3
2024-10-14,Keyboard,West,56.2,5,33.72
2024-10-15,Laptop,North,240.65,24,144.39
2024-10-15,Laptop,South,193.64,19,116.18
2024-10-15,Laptop,East,187.24,18,112.34
2024-10-15,Laptop,West,157.51,15,94.51
2024-10-15,Desktop,North,182.58,18,109.55
2024-10-15,Desktop,South,128.31,12,76.99
2024-10-15,Desktop,East,180.22,18,108.13
2024-10-15,Desktop,West,147.94,14,88.77
2024-10-15,Tablet,North,148.18,14,88.91
2024-10-15,Tablet,South,81.52,8,48.91
2024-10-15,Tablet,East,169.16,16,101.5
2024-10-15,Tablet,West,116.84,11,70.1
2024-10-15,Monitor,North,105.88,10,63.53
2024-10-15,Monitor,South,62.85,6,37.71
2024-10-15,Monitor,East,91.91,9,55.15
2024-10-15,Monitor,West,64.23,6,38.54
2024-10-15,Keyboard,North,63.97,6,38.38
2024-10-15,Keyboard,South,42.52,4,25.51
2024-10-15,Keyboard,East,55.15,5,33.09
2024-10-15,Keyboard,West,55.15,5,33.09
2024-10-16,Laptop,North,195.79,19,117.47
2024-10-16,Laptop,South,161.64,16,96.98
2024-10-16,Laptop,East,235.24,23,141.14
2024-10-16,Laptop,West,263.08,26,157.85
2024-10-16,Desktop,North,176.39,17,105.83
2024-10-16,Desktop,South,147.06,14,88.24
2024-10-16,Desktop,East,162.46,16,97.48
2024-10-16,Desktop,West,193.8,19,116.28
2024-10-16,Tablet,North,106.36,10,63.81
2024-10-16,Tablet,South,109.6,10,65.76
2024-10-16,Tablet,East,99.9,9,59.94
2024-10-16,Tablet,West,74.96,7,44.98
2024-10-16,Monitor,North,100.35,10,60.21
2024-10-16,Monitor,South,73.55,7,44.13
2024-10-16,Monitor,East,84.3,8,50.58
2024-10-16,Monitor,West,78.78,7,47.27
2024-10-16,Keyboard,North,87.92,8,52.75
2024-10-16,Keyboard,South,43.29,4,25.97
2024-10-16,Keyboard,East,59.24,5,35.55
2024-10-16,Keyboard,West,45.16,4,27.1
2024-10-17,Laptop,North,251.38,25,150.83
2024-10-17,Laptop,South,174.13,17,104.48
2024-10-17,Laptop,East,207.14,20,124.28
2024-10-17,Laptop,West,255.19,25,153.12
2024-10-17,Desktop,North,212.35,21,127.41
2024-10-17,Desktop,South,138.19,13,82.91
2024-10-17,Desktop,East,108.49,10,65.09
2024-10-17,Desktop,West,142.35,14,85.41
2024-10-17,Tablet,North,202.84,20,121.7
2024-10-17,Tablet,South,104.6,10,62.76
2024-10-17,Tablet,East,154.26,15,92.55
2024-10-17,Tablet,West,146.33,14,87.8
2024-10-17,Monitor,North,99.45,9,59.67
2024-10-17,Monitor,South,63.13,6,37.88
2024-10-17,Monitor,East,56.13,5,33.68
2024-10-17,Monitor,West,88.46,8,53.08
2024-10-17,Keyboard,North,52.85,5,31.71
2024-10-17,Keyboard,South,46.33,4,27.8
2024-10-17,Keyboard,East,44.86,4,26.92
2024-10-17,Keyboard,West,48.17,4,28.9
2024-10-18,Laptop,North,242.58,24,145.55
2024-10-18,Laptop,South,188.27,18,112.96
2024-10-18,Laptop,East,184.46,18,110.68
2024-10-18,Laptop,West,237.04,23,142.23
2024-10-18,Desktop,North,164.91,16,98.94
2024-10-18,Desktop,South,101.86,10,61.12
2024-10-18,Desktop,East,163.24,16,97.94
2024-10-18,Desktop,West,151.63,15,90.98
2024-10-18,Tablet,North,148.29,14,88.97
2024-10-18,Tablet,South,130.68,13,78.41
2024-10-18,Tablet,East,128.07,12,76.84
2024-10-18,Tablet,West,118.53,11,71.12
2024-10-18,Monitor,North,80.66,8,48.4
2024-10-18,Monitor,South,81.27,8,48.76
2024-10-18,Monitor,East,90.93,9,54.56
2024-10-18,Monitor,West,75.41,7,45.25
2024-10-18,Keyboard,North,43.2,4,25.92
2024-10-18,Keyboard,South,55.01,5,33.0
2024-10-18,Keyboard,East,45.18,4,27.11
2024-10-18,Keyboard,West,45.85,4,27.51
2024-10-19,Laptop,North,254.9,25,152.94
2024-10-19,Laptop,South,149.19,14,89.51
2024-10-19,Laptop,East,172.54,17,103.53
2024-10-19,Laptop,West,137.95,13,82.77
2024-10-19,Desktop,North,200.96,20,120.58
2024-10-19,Desktop,South,125.08,12,75.05
2024-10-19,Desktop,East,238.82,23,143.29
2024-10-19,Desktop,West,128.88,12,77.33
2024-10-19,Tablet,North,125.29,12,75.18
2024-10-19,Tablet,South,99.74,9,59.84
2024-10-19,Tablet,East,137.91,13,82.75
2024-10-19,Tablet,West,112.53,11,67.52
2024-10-19,Monitor,North,105.62,10,63.37
2024-10-19,Monitor,South,62.03,6,37.22
2024-10-19,Monitor,East,70.5,7,42.3
2024-10-19,Monitor,West,59.09,5,35.45
2024-10-19,Keyboard,North,40.49,4,24.29
2024-10-19,Keyboard,South,41.88,4,25.13
2024-10-19,Keyboard,East,52.97,5,31.78
2024-10-19,Keyboard,West,45.68,4,27.41
2024-10-20,Laptop,North,287.41,28,172.45
2024-10-20,Laptop,South,215.14,21,129.09
2024-10-20,Laptop,East,211.38,21,126.83
2024-10-20,Laptop,West,148.39,14,89.03
2024-10-20,Desktop,North,166.69,16,100.01
2024-10-20,Desktop,South,124.34,12,74.61
2024-10-20,Desktop,East,150.56,15,90.33
2024-10-20,Desktop,West,135.96,13,81.57
2024-10-20,Tablet,North,131.48,13,78.89
2024-10-20,Tablet,South,102.93,10,61.76
2024-10-20,Tablet,East,120.87,12,72.52
2024-10-20,Tablet,West,125.07,12,75.04
2024-10-20,Monitor,North,102.25,10,61.35
2024-10-20,Monitor,South,62.96,6,37.78
2024-10-20,Monitor,East,105.75,10,63.45
2024-10-20,Monitor,West,69.12,6,41.47
2024-10-20,Keyboard,North,46.1,4,27.66
2024-10-20,Keyboard,South,48.07,4,28.84
2024-10-20,Keyboard,East,48.86,4,29.32
2024-10-20,Keyboard,West,52.96,5,31.78
2024-10-21,Laptop,North,156.79,15,94.07
2024-10-21,Laptop,South,220.09,22,132.05
2024-10-21,Laptop,East,245.23,24,147.14
2024-10-21,Laptop,West,157.76,15,94.65
2024-10-21,Desktop,North,142.57,14,85.54
2024-10-21,Desktop,South,170.73,17,102.44
2024-10-21,Desktop,East,149.03,14,89.42
2024-10-21,Desktop,West,133.31,13,79.98
2024-10-21,Tablet,North,97.05,9,58.23
2024-10-21,Tablet,South,103.81,10,62.29
2024-10-21,Tablet,East,129.32,12,77.59
2024-10-21,Tablet,West,134.54,13,80.72
2024-10-21,Monitor,North,77.18,7,46.31
2024-10-21,Monitor,South,56.58,5,33.95
2024-10-21,Monitor,East,95.17,9,57.1
2024-10-21,Monitor,West,93.19,9,55.91
2024-10-21,Keyboard,North,46.69,4,28.01
2024-10-21,Keyboard,South,52.92,5,31.75
2024-10-21,Keyboard,East,56.07,5,33.64
2024-10-21,Keyboard,West,58.88,5,35.33
2024-10-22,Laptop,North,241.49,24,144.89
2024-10-22,Laptop,South,114.91,11,68.95
2024-10-22,Laptop,East,218.67,21,131.2
2024-10-22,Laptop,West,235.15,23,141.09
2024-10-22,Desktop,North,158.88,15,95.33
2024-10-22,Desktop,South,129.4,12,77.64
2024-10-22,Desktop,East,163.4,16,98.04
2024-10-22,Desktop,West,87.27,8,52.36
2024-10-22,Tablet,North,182.51,18,109.51
2024-10-22,Tablet,South,95.21,9,57.12
2024-10-22,Tablet,East,144.22,14,86.53
2024-10-22,Tablet,West,120.45,12,72.27
2024-10-22,Monitor,North,115.72,11,69.43
2024-10-22,Monitor,South,77.59,7,46.55
2024-10-22,Monitor,East,86.37,8,51.82
2024-10-22,Monitor,West,70.62,7,42.37
2024-10-22,Keyboard,North,68.18,6,40.91
2024-10-22,Keyboard,South,33.11,3,19.86
2024-10-22,Keyboard,East,61.25,6,36.75
2024-10-22,Keyboard,West,42.59,4,25.56
2024-10-23,Laptop,North,289.81,28,173.89
2024-10-23,Laptop,South,187.9,18,112.74
2024-10-23,Laptop,East,245.59,24,147.36
2024-10-23,Laptop,West,206.4,20,123.84
2024-10-23,Desktop,North,136.23,13,81.74
2024-10-23,Desktop,South,120.23,12,72.14
2024-10-23,Desktop,East,184.89,18,110.94
2024-10-23,Desktop,West,156.71,15,94.02
2024-10-23,Tablet,North,172.35,17,103.41
2024-10-23,Tablet,South,116.66,11,70.0
2024-10-23,Tablet,East,115.46,11,69.28
2024-10-23,Tablet,West,108.04,10,64.82
2024-10-23,Monitor,North,99.37,9,59.62
2024-10-23,Monitor,South,48.43,4,29.06
2024-10-23,Monitor,East,111.82,11,67.09
2024-10-23,Monitor,West,86.88,8,52.13
2024-10-23,Keyboard,North,72.23,7,43.34
2024-10-23,Keyboard,South,35.22,3,21.13
2024-10-23,Keyboard,East,66.35,6,39.81
2024-10-23,Keyboard,West,67.72,6,40.63
2024-10-24,Laptop,North,197.91,19,118.75
2024-10-24,Laptop,South,204.92,20,122.95
2024-10-24,Laptop,East,225.04,22,135.03
2024-10-24,Laptop,West,158.22,15,94.93
2024-10-24,Desktop,North,197.4,19,118.44
2024-10-24,Desktop,South,154.95,15,92.97
2024-10-24,Desktop,East,153.88,15,92.33
2024-10-24,Desktop,West,179.65,17,107.79
2024-10-24,Tablet,North,111.28,11,66.77
2024-10-24,Tablet,South,86.24,8,51.75
2024-10-24,Tablet,East,137.71,13,82.63
2024-10-24,Tablet,West,123.19,12,73.91
2024-10-24,Monitor,North,87.87,8,52.72
2024-10-24,Monitor,South,82.38,8,49.43
2024-10-24,Monitor,East,97.01,9,58.21
2024-10-24,Monitor,West,92.12,9,55.27
2024-10-24,Keyboard,North,60.26,6,36.15
2024-10-24,Keyboard,South,50.09,5,30.06
2024-10-24,Keyboard,East,52.58,5,31.55
2024-10-24,Keyboard,West,66.54,6,39.93
2024-10-25,Laptop,North,216.96,21,130.18
2024-10-25,Laptop,South,241.5,24,144.9
2024-10-25,Laptop,East,226.85,22,136.11
2024-10-25,Laptop,West,163.91,16,98.35
2024-10-25,Desktop,North,221.6,22,132.96
2024-10-25,Desktop,South,141.05,14,84.63
2024-10-25,Desktop,East,190.34,19,114.2
2024-10-25,Desktop,West,181.42,18,108.85
2024-10-25,Tablet,North,155.03,15,93.02
2024-10-25,Tablet,South,101.2,10,60.72
2024-10-25,Tablet,East,154.74,15,92.84
2024-10-25,Tablet,West,123.12,12,73.87
2024-10-25,Monitor,North,108.36,10,65.02
2024-10-25,Monitor,South,50.6,5,30.36
2024-10-25,Monitor,East,96.18,9,57.71
2024-10-25,Monitor,West,74.41,7,44.65
2024-10-25,Keyboard,North,76.43,7,45.86
2024-10-25,Keyboard,South,50.37,5,30.22
2024-10-25,Keyboard,East,58.4,5,35.04
2024-10-25,Keyboard,West,54.94,5,32.97
2024-10-26,Laptop,North,211.04,21,126.63
2024-10-26,Laptop,South,229.07,22,137.44
2024-10-26,Laptop,East,292.12,29,175.27
2024-10-26,Laptop,West,217.61,21,130.57
2024-10-26,Desktop,North,228.18,22,136.91
2024-10-26,Desktop,South,127.4,12,76.44
2024-10-26,Desktop,East,150.07,15,90.04
2024-10-26,Desktop,West,155.29,15,93.17
2024-10-26,Tablet,North,157.59,15,94.55
2024-10-26,Tablet,South,104.76,10,62.86
2024-10-26,Tablet,East,146.49,14,87.89
2024-10-26,Tablet,West,129.01,12,77.4
2024-10-26,Monitor,North,84.42,8,50.65
2024-10-26,Monitor,South,79.7,7,47.82
2024-10-26,Monitor,East,101.96,10,61.18
2024-10-26,Monitor,West,84.39,8,50.63
2024-10-26,Keyboard,North,72.12,7,43.27
2024-10-26,Keyboard,South,38.09,3,22.86
2024-10-26,Keyboard,East,60.46,6,36.28
2024-10-26,Keyboard,West,42.68,4,25.61
2024-10-27,Laptop,North,207.67,20,124.6
2024-10-27,Laptop,South,168.8,16,101.28
2024-10-27,Laptop,East,196.04,19,117.62
2024-10-27,Laptop,West,190.04,19,114.02
2024-10-27,Desktop,North,180.05,18,108.03
2024-10-27,Desktop,South,156.33,15,93.8
2024-10-27,Desktop,East,162.4,16,97.44
2024-10-27,Desktop,West,119.18,11,71.51
2024-10-27,Tablet,North,173.29,17,103.98
2024-10-27,Tablet,South,97.94,9,58.76
2024-10-27,Tablet,East,135.11,13,81.07
2024-10-27,Tablet,West,131.93,13,79.16
2024-10-27,Monitor,North,101.99,10,61.19
2024-10-27,Monitor,South,86.15,8,51.69
2024-10-27,Monitor,East,97.17,9,58.3
2024-10-27,Monitor,West,72.26,7,43.35
2024-10-27,Keyboard,North,81.55,8,48.93
2024-10-27,Keyboard,South,47.77,4,28.66
2024-10-27,Keyboard,East,55.57,5,33.34
2024-10-27,Keyboard,West,58.85,5,35.31
2024-10-28,Laptop,North,257.57,25,154.54
2024-10-28,Laptop,South,197.22,19,118.33
2024-10-28,Laptop,East,310.11,31,186.07
2024-10-28,Laptop,West,198.9,19,119.34
2024-10-28,Desktop,North,177.86,17,106.72
2024-10-28,Desktop,South,142.19,14,85.31
2024-10-28,Desktop,East,197.42,19,118.45
2024-10-28,Desktop,West,121.47,12,72.88
2024-10-28,Tablet,North,106.7,10,64.02
2024-10-28,Tablet,South,102.35,10,61.41
2024-10-28,Tablet,East,104.37,10,62.62
2024-10-28,Tablet,West,116.65,11,69.99
2024-10-28,Monitor,North,106.67,10,64.0
2024-10-28,Monitor,South,64.96,6,38.97
2024-10-28,Monitor,East,72.31,7,43.39
2024-10-28,Monitor,West,83.69,8,50.22
2024-10-28,Keyboard,North,69.91,6,41.95
2024-10-28,Keyboard,South,35.17,3,21.1
2024-10-28,Keyboard,East,63.73,6,38.24
2024-10-28,Keyboard,West,57.92,5,34.75
2024-10-29,Laptop,North,283.76,28,170.26
2024-10-29,Laptop,South,219.96,21,131.98
2024-10-29,Laptop,East,301.3,30,180.78
2024-10-29,Laptop,West,197.16,19,118.3
2024-10-29,Desktop,North,190.02,19,114.01
2024-10-29,Desktop,South,131.86,13,79.12
2024-10-29,Desktop,East,171.52,17,102.91
2024-10-29,Desktop,West,190.37,19,114.22
2024-10-29,Tablet,North,120.6,12,72.36
2024-10-29,Tablet,South,98.29,9,58.97
2024-10-29,Tablet,East,164.45,16,98.67
2024-10-29,Tablet,West,143.07,14,85.84
2024-10-29,Monitor,North,94.54,9,56.72
2024-10-29,Monitor,South,84.05,8,50.43
2024-10-29,Monitor,East,95.96,9,57.57
2024-10-29,Monitor,West,101.14,10,60.69
2024-10-29,Keyboard,North,63.02,6,37.81
2024-10-29,Keyboard,South,53.69,5,32.21
2024-10-29,Keyboard,East,78.95,7,47.37
2024-10-29,Keyboard,West,56.45,5,33.87
2024-10-30,Laptop,North,252.04,25,151.22
2024-10-30,Laptop,South,207.2,20,124.32
2024-10-30,Laptop,East,217.35,21,130.41
2024-10-30,Laptop,West,280.19,28,168.11
2024-10-30,Desktop,North,192.56,19,115.54
2024-10-30,Desktop,South,135.25,13,81.15
2024-10-30,Desktop,East,151.37,15,90.82
2024-10-30,Desktop,West,181.1,18,108.66
2024-10-30,Tablet,North,168.89,16,101.33
2024-10-30,Tablet,South,104.56,10,62.74
2024-10-30,Tablet,East,149.06,14,89.44
2024-10-30,Tablet,West,97.98,9,58.79
2024-10-30,Monitor,North,102.77,10,61.66
2024-10-30,Monitor,South,79.97,7,47.98
2024-10-30,Monitor,East,114.3,11,68.58
2024-10-30,Monitor,West,74.17,7,44.5
2024-10-30,Keyboard,North,51.06,5,30.64
2024-10-30,Keyboard,South,40.88,4,24.53
2024-10-30,Keyboard,East,46.33,4,27.8
2024-10-30,Keyboard,West,62.16,6,37.3
2024-10-31,Laptop,North,306.88,30,184.13
2024-10-31,Laptop,South,196.99,19,118.2
2024-10-31,Laptop,East,270.5,27,162.3
2024-10-31,Laptop,West,213.29,21,127.98
2024-10-31,Desktop,North,185.78,18,111.47
2024-10-31,Desktop,South,134.52,13,80.71
2024-10-31,Desktop,East,164.97,16,98.98
2024-10-31,Desktop,West,122.13,12,73.28
2024-10-31,Tablet,North,156.39,15,93.83
2024-10-31,Tablet,South,112.35,11,67.41
2024-10-31,Tablet,East,152.88,15,91.73
2024-10-31,Tablet,West,127.25,12,76.35
2024-10-31,Monitor,North,98.11,9,58.87
